tst1,50, Self-emp-not-inc, 83311, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 13, United-States,?
tst1064,39, Private, 144688, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, Black, Female, 0, 0, 50, United-States,?
tst1065,62, Private, 226733, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States,?
tst1066,20, Private, 258298, Some-college, 10, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 20, United-States,?
tst1067,30, Private, 191777, Some-college, 10, Never-married, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, ?,?
tst1068,24, Private, 157894, Some-college, 10, Never-married, Handlers-cleaners, Own-child, Black, Male, 0, 0, 40, United-States,?
tst1069,51, Private, 168660, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States,?
tst1070,25, Private, 204338, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, Mexico,?
tst1071,45, Local-gov, 127678, Assoc-voc, 11, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 60, United-States,?
tst1072,55, Private, 342121, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States,?
tst1073,17, Private, 60562, 9th, 5, Never-married, Other-service, Own-child, White, Female, 0, 0, 20, United-States,?
tst1074,36, Self-emp-not-inc, 321274, Bachelors, 13, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 50, United-States,?
tst1075,29, Private, 663394, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, Black, Male, 0, 0, 40, United-States,?
tst1076,20, Private, 224640, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States,?
tst1077,19, Private, 405526, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States,?
tst1078,31, Private, 312667, 9th, 5, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst1079,36, Private, 185405, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 50, United-States,?
tst1080,22, Federal-gov, 146538, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States,?
tst1081,32, Private, 27856, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1082,69, Self-emp-inc, 106395, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States,?
tst1083,53, Private, 196763, Assoc-acdm, 12, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 60, United-States,?
tst1084,40, Private, 107306, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States,?
tst1085,26, Private, 202091, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States,?
tst1086,53, Private, 218630, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States,?
tst1087,19, Private, 165505, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 20, United-States,?
tst1088,42, State-gov, 345969, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 48, United-States,?
tst1089,69, Private, 182862, HS-grad, 9, Never-married, Transport-moving, Not-in-family, White, Male, 15831, 0, 40, United-States,?
tst1090,45, Private, 148171, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 15024, 0, 40, United-States,?
tst1091,19, ?, 41609, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 10, United-States,?
tst1092,20, Private, 256504, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 6, United-States,?
tst1093,57, ?, 155259, Some-college, 10, Divorced, ?, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1094,20, State-gov, 432052, Some-college, 10, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 15, United-States,?
tst1095,60, Private, 186446, 7th-8th, 4, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, 0, 0, 40, United-States,?
tst1096,34, Private, 212163, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 25, United-States,?
tst1097,22, Private, 125010, Assoc-voc, 11, Never-married, Priv-house-serv, Not-in-family, White, Female, 0, 0, 30, United-States,?
tst1098,18, Private, 171088, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 10, United-States,?
tst1099,47, Private, 89146, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States,?
tst1100,53, Private, 150980, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 3137, 0, 40, United-States,?
tst1101,28, Private, 129882, Some-college, 10, Never-married, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States,?
tst1102,35, Private, 93034, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 40, Cambodia,?
tst1103,34, Private, 287315, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States,?
tst1104,37, Private, 215503, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 4386, 0, 45, United-States,?
tst1105,24, Private, 174138, Assoc-acdm, 12, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst1106,56, Local-gov, 129762, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 35, United-States,?
tst1107,47, Private, 173271, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States,?
tst1108,33, Private, 162572, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 55, United-States,?
tst1109,41, Private, 194360, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1887, 40, United-States,?
tst1110,23, Private, 174461, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1111,77, Local-gov, 177550, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 3818, 0, 14, United-States,?
tst1112,61, Self-emp-not-inc, 390472, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States,?
tst1113,27, Private, 214695, HS-grad, 9, Never-married, Sales, Own-child, Black, Male, 0, 0, 60, United-States,?
tst1114,25, Private, 344804, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 50, Mexico,?
tst1115,57, Self-emp-not-inc, 35561, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 60, United-States,?
tst1116,45, ?, 260953, Masters, 14, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States,?
tst1117,25, Self-emp-not-inc, 37741, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 40, United-States,?
tst1118,36, Private, 115834, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Wife, White, Female, 7298, 0, 55, United-States,?
tst1119,52, Private, 183611, 1st-4th, 2, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States,?
tst1120,65, Private, 23580, Bachelors, 13, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1121,42, Private, 336891, Some-college, 10, Divorced, Adm-clerical, Not-in-family, Black, Female, 0, 0, 40, United-States,?
tst1122,36, Self-emp-inc, 180477, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States,?
tst1123,30, ?, 411560, HS-grad, 9, Married-civ-spouse, ?, Husband, Black, Male, 0, 0, 40, United-States,?
tst1124,23, Private, 233711, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 50, United-States,?
tst1125,51, Private, 183709, Assoc-voc, 11, Separated, Prof-specialty, Unmarried, White, Female, 0, 0, 40, United-States,?
tst1126,42, Private, 190403, Some-college, 10, Separated, Exec-managerial, Not-in-family, White, Male, 0, 0, 60, Canada,?
tst1127,41, Local-gov, 185057, HS-grad, 9, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States,?
tst1128,49, Local-gov, 329144, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 44, United-States,?
tst1129,28, Private, 176683, Assoc-voc, 11, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 70, United-States,?
tst1130,39, Self-emp-not-inc, 178948, HS-grad, 9, Married-civ-spouse, Farming-fishing, Wife, White, Female, 0, 0, 50, United-States,?
tst1131,28, Private, 27044, Assoc-acdm, 12, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 43, United-States,?
tst1132,46, Private, 156926, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States,?
tst1133,44, Self-emp-not-inc, 182771, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 0, 48, South,?
tst1134,44, Private, 228729, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, Black, Male, 0, 0, 40, ?,?
tst1135,37, Private, 98776, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 15, United-States,?
tst1136,67, Local-gov, 191800, Bachelors, 13, Divorced, Adm-clerical, Unmarried, Black, Female, 6360, 0, 35, United-States,?
tst1137,20, Private, 57898, 12th, 8, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 40, United-States,?
tst1138,42, Private, 269028, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, France,?
tst1139,69, Private, 125437, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 32, United-States,?
tst1140,50, Local-gov, 141875, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States,?
tst1141,56, Local-gov, 216824, Prof-school, 15, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Philippines,?
tst1142,32, Private, 173351, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 48, United-States,?
tst1143,36, Private, 187999, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst1144,46, Private, 165953, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 45, United-States,?
tst1145,33, Private, 112847, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male, 0, 0, 40, ?,?
tst1146,36, Private, 275653, 7th-8th, 4, Married-spouse-absent, Machine-op-inspct, Unmarried, White, Female, 2977, 0, 40, Puerto-Rico,?
tst1147,49, Private, 43206, Prof-school, 15, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 55, United-States,?
tst1148,67, Self-emp-not-inc, 286372, Bachelors, 13, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States,?
tst1149,48, Private, 278039, HS-grad, 9, Divorced, Sales, Not-in-family, White, Male, 0, 0, 60, United-States,?
tst1150,53, Private, 203173, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States,?
tst1151,17, Private, 121287, 9th, 5, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States,?
tst1152,45, Federal-gov, 222011, Bachelors, 13, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States,?
tst1153,43, Private, 244172, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 35, ?,?
tst1154,55, Self-emp-not-inc, 95149, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 99, United-States,?
tst1155,56, Private, 35373, Some-college, 10, Divorced, Other-service, Not-in-family, White, Male, 0, 0, 30, United-States,?
tst1156,47, Private, 251508, HS-grad, 9, Divorced, Tech-support, Not-in-family, White, Female, 0, 0, 36, United-States,?
tst1157,36, Federal-gov, 54159, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States,?
tst1158,41, Private, 288679, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States,?
tst1159,40, Self-emp-inc, 209344, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 15, ?,?
tst1160,27, Private, 97490, Some-college, 10, Divorced, Craft-repair, Unmarried, White, Female, 0, 0, 40, United-States,?
tst1161,48, Private, 199735, Bachelors, 13, Divorced, Priv-house-serv, Not-in-family, White, Female, 0, 0, 44, Germany,?
tst1162,33, Private, 520033, 12th, 8, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States,?
tst1163,57, Private, 317847, Masters, 14, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 2824, 50, United-States,?
tst1164,28, Private, 410450, Bachelors, 13, Divorced, Other-service, Unmarried, White, Female, 0, 0, 48, England,?
tst1165,26, Self-emp-inc, 109240, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 50, United-States,?
tst1166,57, Private, 122497, 9th, 5, Widowed, Other-service, Unmarried, Black, Male, 0, 0, 52, ?,?
tst1167,30, Private, 118056, Some-college, 10, Married-spouse-absent, Exec-managerial, Unmarried, White, Female, 0, 0, 45, United-States,?
tst1168,30, Local-gov, 200892, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States,?
tst1169,25, Private, 266820, Preschool, 1, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 35, Mexico,?
tst1170,38, Private, 224566, Assoc-voc, 11, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 50, United-States,?
tst1171,20, Private, 215232, Some-college, 10, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 10, United-States,?
tst1172,35, Private, 56201, Some-college, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, Mexico,?
tst1173,30, State-gov, 137613, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 0, 0, 20, Taiwan,?
tst1174,17, Private, 54257, 11th, 7, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 20, United-States,?
tst1175,56, Private, 193453, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1902, 65, United-States,?
tst1176,41, Private, 116103, Some-college, 10, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 50, United-States,?
tst1177,29, Private, 380560, 9th, 5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, Mexico,?
tst1178,70, ?, 135339, Bachelors, 13, Married-civ-spouse, ?, Husband, Asian-Pac-Islander, Male, 0, 0, 40, China,?
tst1179,33, Private, 578701, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, Black, Male, 0, 0, 40, ?,?
tst1180,53, Self-emp-inc, 110445, Some-college, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 60, United-States,?
tst1181,39, Private, 129495, Some-college, 10, Separated, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States,?
tst1182,34, Private, 29235, Assoc-acdm, 12, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States,?
tst1183,38, Private, 168322, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 60, United-States,?
tst1184,53, Private, 124076, Doctorate, 16, Married-civ-spouse, Prof-specialty, Wife, White, Female, 99999, 0, 37, United-States,?
tst1185,35, Private, 381583, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, Other, Male, 0, 0, 45, United-States,?
tst1186,28, Private, 36601, Some-college, 10, Never-married, Other-service, Unmarried, White, Female, 0, 0, 35, United-States,?
tst1187,52, State-gov, 101119, 11th, 7, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States,?
tst1188,49, Self-emp-not-inc, 189123, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 5013, 0, 50, United-States,?
tst1189,39, Private, 301867, Bachelors, 13, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 24, Philippines,?
tst1190,36, Private, 175643, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 35, United-States,?
tst1191,71, State-gov, 26109, Prof-school, 15, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 28, United-States,?
tst1192,45, ?, 236612, 11th, 7, Divorced, ?, Own-child, Black, Male, 0, 0, 40, United-States,?
tst1193,62, ?, 113234, Masters, 14, Married-civ-spouse, ?, Wife, White, Female, 0, 0, 40, United-States,?
tst1194,55, Private, 98361, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 55, United-States,?
tst1195,22, Private, 298227, HS-grad, 9, Never-married, Handlers-cleaners, Unmarried, White, Male, 0, 0, 35, United-States,?
tst1196,70, Private, 304570, Bachelors, 13, Widowed, Machine-op-inspct, Other-relative, Asian-Pac-Islander, Male, 0, 0, 32, Philippines,?
tst1197,27, Private, 271603, 7th-8th, 4, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 24, ?,?
tst1198,47, Private, 125120, Bachelors, 13, Divorced, Craft-repair, Not-in-family, White, Female, 0, 0, 50, United-States,?
tst1199,43, Private, 62857, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States,?
tst1200,20, Private, 216472, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 25, United-States,?
tst1201,21, Private, 202373, Assoc-voc, 11, Never-married, Craft-repair, Own-child, Black, Male, 0, 0, 40, United-States,?
tst1202,54, Private, 280292, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 32, United-States,?
tst1203,34, Self-emp-not-inc, 203488, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States,?
tst1204,18, Private, 132986, 12th, 8, Never-married, Other-service, Own-child, White, Male, 0, 0, 10, United-States,?
